review,rating,sentiment,review_processed,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
"Terimakasih tokopedia , dengan adanya prakerja dapat mnmbah ilmu pengetahuan dalm brbisnis Mudah dimengerti dalam mnjelaskannya .. Smoga lebih baik lg yaa",5,2,tokopedia mnmbah ilmu dalm brbisnis mudah erti mnjelaskannya smoga lg,82,1.0,0.6358,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'mnmbah', 'ilmu', 'dalm', 'brbisnis', 'mudah', 'erti', 'mnjelaskannya', 'smoga', 'lagi']"
"Baru, Tahun ini keberuntungan saya, bisa merasakan fasilitas bebas ongkos kirim, walaupun membayar dengan COD...Happy Birthday...Sukses dan selalu Lancar Jaya, Berkah amanah...Aamiin",4,2,untung fasilitas bebas ongkos kirim bayar cod happy birthday sukses lancar jaya berkah amanah aamiin,83,3.0,0.3865,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['untung', 'fasilitas', 'bebas', 'ongkos', 'kirim', 'bayar', 'cod', 'bahagia', 'birthday', 'sukses', 'lancar', 'jaya', 'berkah', 'amanah', 'aamiin']"
"Buat seller yg dah lama ga aktif mending barangnya ga di munculin, dipencarian min Dan klo bisa barang yg sold out di delete aja min, bnyak seller yg delet/kasih keterangan sold out",5,2,seller aktif mending barang munculin cari barang sold out delete bnyak seller delet terang sold out,84,0.0,0.5444,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['seller', 'aktif', 'lebih baik', 'barang', 'munculin', 'cari', 'barang', 'sold', 'out', 'delete', 'bnyak', 'seller', 'delet', 'terang', 'sold', 'out']"
"Saya selalu belanja online disini,,karena pedagang nya hampir semua amanah thanks",5,2,belanja online dagang amanah,85,2.0,0.6654,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['belanja', 'online', 'dagang', 'amanah']"
Kenapa di aplikasi Bukalapak g ada kontak cs yg bisa dihubungi jika kita ada masalah... Chat atau WA cs... Gmn caranya sy hub cs...,4,2,aplikasi bukalapak kontak cs hubung chat wa cs gmn hub cs,86,3.0,0.7018,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'aplikasi', 'kontak', 'customer service', 'hubung', 'chat', 'whatsapp', 'customer service', 'gmn', 'hubungi', 'customer service']"
Terima kasih tokopedia.Semoga Ulasan dan Rating Saya untuk kartu prakerja dapat segera diproses.,5,2,tokopedia ulas rating kartu proses,87,0.0,0.7588,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['aplikasi', 'ulas', 'rating', 'kartu', 'proses']"
Bukalapak sangat membantu program pemerintah prakerja dalam pembelian pelatihan dan juga situs online shop paling ok��,5,2,bukalapak program perintah beli latih situs online shop,88,1.0,0.5079,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'program', 'perintah', 'beli', 'latih', 'situs', 'online', 'shop']"
Terimakasih Tokopedia sudah memudahkan saya untuk membeli pelatihan dalam program prakerja,5,2,tokopedia mudah beli latih program,89,1.0,0.994,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'mudah', 'beli', 'latih', 'program']"
Shope tempat belanja paling bagus seindonesia cuman ongkir nya agak mahal,5,2,shope belanja indonesia cuman ongkir mahal,90,3.0,0.6639,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['shope', 'belanja', 'indonesia', 'cuman', 'ongkir', 'mahal']"
Apknya bagus juga sangat membantu yang lain apabila mencari barang yg sangat diperlukan. Saya sangat terbantu apalagi kalau ada yang namanya gratis ongkir nya.,5,2,apknya cari barang nama gratis ongkir,91,3.0,0.5351,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'cari', 'barang', 'nama', 'gratis', 'ongkir']"
Terima kasih.. sudah menghasilkan uang untuk sayaa.. sampe ke beli Rumah dan mobil.. alhamdulilah bisa angkat kasta keluarga saya ^^,5,2,hasil uang sayaa sampe beli rumah mobil alhamdulilah angkat kasta keluarga,92,3.0,0.6819,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['hasil', 'uang', 'sayaa', 'sampai', 'beli', 'rumah', 'mobil', 'alhamdulilah', 'angkat', 'kasta', 'keluarga']"
"Belanja di lazada itu sangat mudah..no ribet,ribet....pokonya lazada is the best...",5,2,belanja lazada mudah no ribet ribet poko lazada,93,1.0,0.8492,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['belanja', 'aplikasi', 'mudah', 'no', 'ribet', 'ribet', 'poko', 'aplikasi']"
"Terimksih Tokopedia, saya telah selesai Mengikuti pelatihan dsni , materinya Bagus dan mudah dipahami",5,2,terimksih tokopedia latih dsni materi mudah paham,94,1.0,0.8253,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['terimksih', 'aplikasi', 'latih', 'dsni', 'materi', 'mudah', 'paham']"
selalu puas belanja di lazada �?��?�?��?�?��?�?��?�?��?�?��?,5,2,belanja lazada,95,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['belanja', 'aplikasi']"
"Maju terus jgn sampai ngecewaken kostamer ,jaya jaya jaya shopee",5,2,maju jgn ngecewaken kostamer jaya jaya jaya shopee,96,1.0,0.8253,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['maju', 'jangan', 'ngecewaken', 'kostamer', 'jaya', 'jaya', 'jaya', 'aplikasi']"
Tolong shoopepay nya Adain yang 150rb dong biar gampang kalau mau beli barang yang harga nya segitu,4,2,tolong shoopepay adain rb gampang beli barang harga,97,2.0,0.4196,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['tolong', 'shoopepay', 'adain', 'ribu', 'gampang', 'beli', 'barang', 'harga']"
syuka berbelanja d lazada smuany lengkap dan harga bersahabat dngn kantong,5,2,syuka belanja lazada smuany lengkap harga sahabat kantong,98,2.0,0.7508,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['syuka', 'belanja', 'aplikasi', 'smuany', 'lengkap', 'harga', 'sahabat', 'kantong']"
"Ingin belanja online ,bayar di rumah(cod).barang yg kita beli original.sesuai iklan yg ingin kita beli. 100 persen.",4,2,belanja online bayar rumah cod barang beli original sesuai iklan beli persen,99,2.0,0.4532,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['belanja', 'online', 'bayar', 'rumah', 'cod', 'barang', 'beli', 'asli', 'sesuai', 'iklan', 'beli', 'persen']"
Sangat mudah dipahami,5,2,mudah paham,100,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['mudah', 'paham']"
Banyak gratis ongkir nya,5,2,gratis ongkir,101,3.0,0.9853,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['gratis', 'ongkir']"
lazada sllu memberi yg terbaik.,5,2,lazada sllu,102,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'sllu']"
Kok saya gak bisa lakukan download aplikasi???,5,2,download aplikasi,103,0.0,0.9853,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['unduh', 'aplikasi']"
Terima kasih banyak tokopedia telah bekerja sama dengan prakerja dan skillbacademy pelatihannya sangat bermanfaat dan mudah dipahami,5,2,tokopedia skillbacademy latih mudah paham,104,1.0,0.9926,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'skillbacademy', 'latih', 'mudah', 'paham']"
"Terimakasih Tokopedia saya mengikuti pelatihan prakerja disini semoga maju terusss, pelatihan disini mudah dipahami dan mudah dimengerti terimakasih tokped��",5,2,tokopedia latih maju terusss latih mudah paham mudah erti,105,1.0,0.9963,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'latih', 'maju', 'terusss', 'latih', 'mudah', 'paham', 'mudah', 'erti']"
Aplikasinya bagus dan mudah,5,2,aplikasi mudah,106,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'mudah']"
Saya sangat suka dengan aplikasi belanja online ini�������� Dan saya harap tokopedia ini bisa semakin sukses dan bisa mengundang beberapa idol dan artis artis lainnya trimakasih tokopedia����,5,2,aplikasi belanja online harap tokopedia sukses undang idol artis artis tokopedia,107,1.0,0.5602,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'belanja', 'online', 'harap', 'aplikasi', 'sukses', 'undang', 'idol', 'artis', 'artis', 'aplikasi']"
"Maaf belum berpengalam soal ini,dalam arti masi mo pelajari !",5,2,maaf alam mo ajar,108,0.0,0.4975,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['maaf', 'alam', 'mau', 'ajar']"
mantap...cepat dan luar biasa barangnya bagus,5,2,cepat barang,109,3.0,0.9853,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['cepat', 'barang']"
"Terus diperbaiki, dipermudah dan ditambah pembayaran via Bank BNI.",5,2,mudah bayar via bank bni,110,3.0,0.728,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['mudah', 'bayar', 'via', 'bank', 'bni']"
Nyaman aja kalau belanja Krn bisa cod ..cuma sayang belum dikasih pay later lazada,5,2,belanja cod sayang pay later lazada,111,3.0,0.5286,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['belanja', 'cod', 'sayang', 'bayar', 'later', 'aplikasi']"
"Wah...buruan donload aplikasinya,ada program keren loh TRAKTIRAN PENGGUNA BARU,kamu bisa memilih produk yang sudah di pilihkan dengan Rp 0 jangan lupa gunakan voucher nya biar gratis ongkir. mantap TOKOPEDIA",5,2,buru donload aplikasi program traktir pilih produk pilih rp lupa voucher gratis ongkir tokopedia,112,3.0,0.6052,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['buru', 'donload', 'aplikasi', 'program', 'traktir', 'pilih', 'produk', 'pilih', 'rp', 'lupa', 'voucher', 'gratis', 'ongkir', 'aplikasi']"
Belanja di Bukalapak gk akan nyesel.������,5,2,belanja bukalapak,113,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['belanja', 'aplikasi']"
"Oy ini kenapa gabisa di bayar selain di ovo,,, pusing aku",4,2,oy bayar ovo pusing,114,3.0,0.9901,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['oy', 'bayar', 'ewallet', 'pusing']"
"Selama belanja di shopee, selalu memuaskan terutama service bebas ongkos kirim",5,2,belanja shopee utama service bebas ongkos kirim,115,3.0,0.509,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['belanja', 'aplikasi', 'utama', 'service', 'bebas', 'ongkos', 'kirim']"
Shoope yg skrg susah bgt bahkan untuk masuk ke akun saya sendiri.. Krn hp saya rusak jd saya harus buka di hp lain sudah masuk nomor password.. Disuruh verifikasi wajah tp pas di klik ga bisa gangguan suruh update di play store pdhl sudah versi terbaru.. Trs gmn ini saya ga bs masuk akun saya.. Hadehhhhhhhhhh,5,2,shoope skrg susah akun hp rusak hp nomor password suruh verifikasi wajah pas klik ganggu suruh update play store pdhl versi trs gmn akun hadehhhhhhhhhh,116,0.0,0.9024,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['shoope', 'sekarang', 'susah', 'akun', 'handphone', 'rusak', 'handphone', 'nomor', 'password', 'suruh', 'verifikasi', 'wajah', 'pas', 'klik', 'ganggu', 'suruh', 'update', 'play', 'toko', 'pdhl', 'versi', 'terus', 'gmn', 'akun', 'hadehhhhhhhhhh']"
Terus tingkatkan barang original,5,2,tingkat barang original,117,2.0,0.9901,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['tingkat', 'barang', 'asli']"
Untuk transaksi pembayaran Paket pelatihan prakerja sangat cepat dan berhasil. Terimakasih tokped,5,2,transaksi bayar paket latih cepat hasil,118,3.0,0.7599,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['transaksi', 'bayar', 'paket', 'latih', 'cepat', 'hasil']"
Shopee emang dapat di percaya��,5,2,shopee percaya,119,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'percaya']"
Terima kasih Bukalapak aplikasi ini sangat membantu saya dan sudah memberikan pelayanan yang terbaik.maju terus Bukalapak��,5,2,bukalapak aplikasi layan maju bukalapak,120,1.0,0.7533,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'aplikasi', 'layan', 'maju', 'aplikasi']"
"Terimakasih aplikasi Tokopedia Sudah sangat membantu saya dalam memilih pelatihan prakerja di skill academy, caranya mudah, jelas , n menarik.",5,2,aplikasi tokopedia pilih latih skill academy mudah tarik,121,1.0,0.9963,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'aplikasi', 'pilih', 'latih', 'skill', 'academy', 'mudah', 'tarik']"
"Kenapa ya kalo kita beli pelatihannya tidak kangsung lewat aplikasi ketika mau kasih rating dan ulasan di top up tidak ada tempat ngisi ulasannya, pantes insentif saya belum cair..",5,2,beli latih kangsung aplikasi rating ulas up ngisi ulas pantes insentif cair,122,0.0,0.5032,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['beli', 'latih', 'kangsung', 'aplikasi', 'rating', 'ulas', 'up', 'mengisi', 'ulas', 'pantas', 'insentif', 'cair']"
Banyak cashback Produk ori Suka,5,2,cashback produk ori,123,2.0,0.6612,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['cashback', 'produk', 'asli']"
Belnj online emang paling mudah,5,2,belnj online mudah,124,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['belnj', 'online', 'mudah']"
suka banget belanja d lazada emng top,5,2,belanja lazada,125,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['belanja', 'aplikasi']"
"trima kasih tokped , selalu bisa di percaya ��",5,2,trima percaya,126,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['terima', 'percaya']"
"terimakasih shopee dan tim shopee telah mproses kesalahan topup dan uang telah kembali , lebih cepet lewat email ya dr pd lewat tlp , pelqyanan puas di email , dar pada tlp , smga sukses shope dan timnya",5,2,shopee tim shopee mproses salah topup uang cepet email tlp pelqyanan email dar tlp smga sukses shope tim,127,3.0,0.5459,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'tim', 'aplikasi', 'mproses', 'salah', 'topup', 'uang', 'cepat', 'email', 'telepon', 'pelqyanan', 'email', 'dar', 'telepon', 'smga', 'sukses', 'shope', 'tim']"
"Pelapaknya mantap2 , mudah-mudahan selamanya tidak mengecewakan pembeli",5,2,mudah mudah beli,128,1.0,0.9901,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['mudah', 'mudah', 'beli']"
Mantapp banget aplikasi ini ����,5,2,mantapp aplikasi,129,2.0,0.9853,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['mantapp', 'aplikasi']"
mantap.. tapi aga lambat,5,2,aga lambat,130,0.0,0.4951,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['aga', 'lambat']"
"Sesalu puasss belanja d shopee ini, Apalagi selalu banjir gratis ongkir",5,2,sesalu puasss belanja shopee banjir gratis ongkir,131,3.0,0.5473,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['sesalu', 'puasss', 'belanja', 'aplikasi', 'banjir', 'gratis', 'ongkir']"
Sudah sangat baik jadi semua gampang bisa belanja di rumah barang sampai sesuai orderan pokoknya shopee amanah����,5,2,gampang belanja rumah barang sesuai order shopee amanah,132,1.0,0.4456,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['gampang', 'belanja', 'rumah', 'barang', 'sesuai', 'order', 'aplikasi', 'amanah']"
tolong dong kasih saya hadiah ;),5,2,tolong hadiah,133,0.0,0.9853,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['tolong', 'hadiah']"
makasih traktiran mobilnya,5,2,traktir mobil,134,3.0,0.9712,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['traktir', 'mobil']"
"Mantul... ���������� Order malam hari kmrn, sore hari skrg sudah sampai... barang yg disediakan dari blibli lokal ya... Sehari lgs bisa diterima ( saya order di go local surabaya bliblimart ) ����",5,2,order malam kmrn sore skrg barang sedia blibli lokal lgs order go local surabaya bliblimart,135,3.0,0.6052,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['order', 'malam', 'kemarin', 'sore', 'sekarang', 'barang', 'sedia', 'aplikasi', 'lokal', 'lgs', 'order', 'go', 'local', 'surabaya', 'bliblimart']"
Senang belnja d sni. Agak telat sdkit tp aman dn selamat.,5,2,belnja sni telat sdkit aman dn,136,3.0,0.6773,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['belnja', 'sini', 'terlambat', 'sdkit', 'aman', 'dn']"
"Mantap ,,memuaskan.Lazada ok buanget",5,2,lazada buanget,137,1.0,0.9712,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'buanget']"
Sangat suka pakai tokopedia,5,2,pakai tokopedia,138,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['pakai', 'aplikasi']"
Mempermudah belanja,5,2,mudah belanja,139,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['mudah', 'belanja']"
Makasih tokopedia..sukses selalu,5,2,tokopedia sukses,140,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'sukses']"
So far so good belanja di Tokopedia banyak pilihan dan ada gratis ongkir pula,5,2,so far so belanja tokopedia pilih gratis ongkir,141,2.0,0.6871,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['so', 'far', 'so', 'belanja', 'aplikasi', 'pilih', 'gratis', 'ongkir']"
Terbantu bgt barang apa aja ada dan proses mudah..keren pokoke gaes,5,2,barang proses mudah pokoke,142,1.0,0.4975,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['barang', 'proses', 'mudah', 'pokoke']"
belanja keperluan sehari hari lebih mudah,5,2,belanja mudah,143,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['belanja', 'mudah']"
Mempermudah dalam berbelanja,5,2,mudah belanja,144,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['mudah', 'belanja']"
Sangat efisien ... mudah ... dan cepat sekali,5,2,efisien mudah cepat,145,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['efisien', 'mudah', 'cepat']"
Aplikasi shopee ini berguna buat berbelanja?,5,2,aplikasi shopee belanja,146,1.0,0.9901,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'aplikasi', 'belanja']"
Aplikasi parah beli barang mau d batalin gk bisa,1,0,aplikasi beli barang batalin,147,2.0,0.6082,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['aplikasi', 'beli', 'barang', 'batal']"
Iklan dimana mana menutup web,1,0,iklan tutup web,148,3.0,0.6612,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['iklan', 'tutup', 'web']"
"Suka banget belanja di lazada, untuk lazada sering2 kasih gratis ongkir Doank biar kita semangat belanja nya.... Oy buat toko2 yang suka menipu customer tolong jangan di biarin kalau bisa di berikan sanksi atau peringatan,klu masih lakukan penipuan langsung keluar dari aplikasi lazada... terimakasih lazada����",5,2,belanja lazada lazada gratis ongkir semangat belanja oy toko tipu customer tolong biarin ikan sanksi klu tipu aplikasi lazada lazada,149,2.0,0.4811,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['belanja', 'aplikasi', 'aplikasi', 'gratis', 'ongkir', 'semangat', 'belanja', 'oy', 'toko', 'tipu', 'customer', 'tolong', 'biarin', 'ikan', 'sanksi', 'klu', 'tipu', 'aplikasi', 'aplikasi', 'aplikasi']"
COD bisa freeongkir,5,2,cod freeongkir,150,3.0,0.9712,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['cod', 'freeongkir']"
Halo aku baru download makanya ku kasih bintang 5,5,2,download bintang,151,0.0,0.9853,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['unduh', 'bintang']"
Belanja di Tokopedia aku sangat puas cepat respon,5,2,belanja tokopedia cepat respon,152,1.0,0.5797,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['belanja', 'aplikasi', 'cepat', 'respon']"
Selalu memuaskan hati dan tetap menjadi yang amanah dan terdepan..,5,2,hati amanah,153,2.0,0.9853,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['hati', 'amanah']"
Lazada mmng terpercayya,5,2,lazada mmng terpercayya,154,0.0,0.9853,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['aplikasi', 'mmng', 'terpercayya']"
selalu tingkatkan layanan,5,2,tingkat layan,155,2.0,0.9853,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['tingkat', 'layan']"
Top markotop. Semoga ongkirnya lebih murah. Kualitas lebih dinaikan lagi,5,2,markotop ongkirnya murah kualitas,156,2.0,0.745,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['markotop', 'ongkir', 'murah', 'kualitas']"
Sangat suka make aplikasi ini,5,2,make aplikasi,157,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['pakai', 'aplikasi']"
"saya suka bahannya adem ,pengiriman cepat",5,2,bahan adem kirim cepat,158,3.0,0.6612,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['bahan', 'adem', 'kirim', 'cepat']"
Anjink babi asuu ngak usah muncul2 iklan binatang,5,2,anjink asuu muncul iklan binatang,159,0.0,0.9901,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['anjink', 'asuu', 'muncul', 'iklan', 'binatang']"
Saya membeli pelatihan prakerja sangat mudah di aplikasi tokopedia. Terima kasih,5,2,beli latih mudah aplikasi tokopedia,160,1.0,0.994,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['beli', 'latih', 'mudah', 'aplikasi', 'aplikasi']"
suka sekali belanja di lazada tdk ribet soalnya,5,2,belanja lazada ribet,161,1.0,0.9901,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['belanja', 'aplikasi', 'ribet']"
Kenapa saya ga bisa Download aplikasi ini.????,5,2,download aplikasi,162,0.0,0.9853,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['unduh', 'aplikasi']"
